Filial;Hist;Nome Filial;Endereço;Bairro;Cidade;UF;Logomarca;Telefone;IP Banco 12
4491;1594;MONTE ALTO B;RUA NHONHO DO LIVRAMENTO, 989 , CEP - 15910000;CENTRO;MONTE ALTO;SP;RAIA; 40428714          ;10.146.94.12
4494;1595;RIBEIRAO PRETO AH;AV. DEP. SERGIO CARDOSO DE ALMEIDA, S/N , CEP - 14029201;JARDIM OLHOS D'AGUA;RIBEIRAO PRETO;SP;RAIA; ;10.146.95.12
4496;1597;SP JD DA GLORIA A;RUA CORONEL DIOGO, 678 , CEP - 01545001;JARDIM DA GLÓRIA;SAO PAULO;SP;RAIA; 20643790          ;10.146.97.12
4497;2132;S GABRIEL OESTE 1;AVENIDA GETULIO VARGAS, S/N , CEP - 79490039;CENTRO;SAO GABRIEL DO OESTE;MS;DROGASIL; ;10.248.132.12
4499;2134;SP ITAIM PAULISTA 2;RUA TIBÚRCIO DE SOUSA, 1795 , CEP - 08140000;I PAULISTA;SAO PAULO;SP;DROGASIL;(11 ) 36784990          ;10.248.134.12
4500;2135;SUZANO 5;RUA ORLANDO FAVA, 25 , CEP - 08694460;JARDIM DONA BENTA;SUZANO;SP;DROGASIL; 47529970          ;10.248.135.12
4501;2136;DF CRUZEIRO 6;AOS 2/8 LOTE 05, S/N , CEP - 70660900;A OCTOGONAL;BRASÍLIA;DF;DROGASIL;(61) 36867687          ;10.248.136.12
4502;2137;GUARULHOS 9;AVENIDA FRANCISCO CONDE, 707 , CEP - 07070010;VILA ROSALIA;GUARULHOS;SP;DROGASIL;(11) 934531716         ;10.248.137.12
4503;2138;PRESID PRUDENTE 14;AVENIDA MIGUEL DAMHA, 145 , CEP - 19053681;PRQ RES DAMHA;PRESIDENTE PRUDENTE;SP;DROGASIL;(18) 39048581          ;10.248.138.12
4504;1598;PETROPOLIS I;RUA BINGEN, 600 , CEP - 25660006;BINGEN;PETROPOLIS;RJ;RAIA; 35126164          ;10.146.98.12
4505;1599;RJ CAMPO GRANDE H;RUA CAPITOLIO, 15 , CEP - 23070310;CAMPO GRANDE;RIO DE JANEIRO;RJ;RAIA; ;10.146.99.12
4506;1600;RIBEIRAO PRETO AI;AVENIDA LUIZ EDUARDO TOLEDO PRADO, 2855 , CEP - 14027250;VILA DO GOLF;RIBEIRAO PRETO;SP;RAIA; 36027176          ;10.146.100.12
4507;1601;BH GLORIA A;RUA GUARARAPES, 15 , CEP - 30870180;GLÓRIA;BELO HORIZONTE;MG;RAIA; 25195215          ;10.146.101.12
4512;1602;CONCORDIA B;RUA DOUTOR MARURI, 1422 , CEP - 89700156;CENTRO;CONCORDIA;SC;RAIA; 30119915          ;10.146.102.12
4513;2139;ITAJUBA 3;AVENIDA BPS, 750 , CEP - 37500183;PINHEIRINHO;ITAJUBÁ;MG;DROGASIL; ;10.248.139.12
4514;2140;SP SAO MIGUEL PTA 4;AVENIDA NORDESTINA, 2612 , CEP - 08042117;C N S MIGUEL;SAO PAULO;SP;DROGASIL; 94131073          ;10.248.140.12
4515;2141;CG BELA VISTA 1;RUA FRANCISCO BENTO, 296 , CEP - 79003030;ITANHANGÁ PARK;CAMPO GRANDE;MS;DROGASIL; 30269060          ;10.248.141.12
4516;2142;SP ARTUR ALVIM 3;PRACA ARAMA, 58 , CEP - 03691160;JARDIM NORDESTE;SAO PAULO;SP;DROGASIL; ;10.248.142.12
4517;1603;RJ ANDARAI C;RUA TOMAZ COELHO, 71 , CEP - 20540130;VILA ISABEL;RIO DE JANEIRO;RJ;RAIA; ;10.146.103.12
4519;1605;RIBEIRAO PRETO AJ;RUA FRANCISCO ALVES, 435 , CEP - 14093070;PARQUE ANHANGUERA;RIBEIRAO PRETO;SP;RAIA; 39959854          ;10.146.105.12
4520;1606;ARARUAMA C;RODOVIA AMARAL PEIXOTO, S/N , CEP - 28979099;CENTRO;ARARUAMA;RJ;RAIA; 30170096          ;10.146.106.12
4521;1607;FOZ DO IGUACU F;AVENIDA DAS CATARATAS, 1003 , CEP - 85853000;VILA YOLANDA;FOZ DO IGUACU;PR;RAIA; 30265419          ;10.146.107.12
4522;1608;STO ANT PLATINA A;RUA RUY BARBOSA, 1228 , CEP - 86430000;VILA SAO JOSE;SANTO ANTONIO DA PLATINA;PR;RAIA; ;10.146.108.12
4523;1609;CHAPECO E;AV. CEL. LICINIO DE CORDOVA, 297 , CEP - 89803210;SAO CRISTOVAO;CHAPECO;SC;RAIA; 30277378          ;10.146.109.12
4524;1610;MARILIA J;AVENIDA BRIGADEIRO EDUARDO GOMES, 0 , CEP - 17514000;RES VLE VERDE;MARÍLIA;SP;RAIA; 99620542          ;10.146.110.12
4525;2143;MARACANAU 3;RUA PAULO BATISTA DOS SANTOS, 555 , CEP - 61932160;PAJUÇARA;MARACANAÚ;CE;DROGASIL; 30149541          ;10.248.143.12
4526;2144;CORUMBA 2;RUA DOM AQUINO, 1312 , CEP - 79330060;CENTRO;CORUMBÁ;MS;DROGASIL; 30130015          ;10.248.144.12
4527;2145;POA 2;AVENIDA VINTE E SEIS DE MARÇO, 445 , CEP - 08562140;CENTRO;POÁ;SP;DROGASIL;(11) 46346921          ;10.248.145.12
4529;2152;SV ITAPUA 3;AVENIDA DORIVAL CAYMMI, 1165 , CEP - 41635150;ITAPUÃ;SALVADOR;BA;DROGASIL; ;10.248.152.12
4530;2147;CARUARU 7;AVENIDA BRASIL, S/N , CEP - 55016360;UNIVERSITÁRIO;CARUARU;PE;DROGASIL; 31399464          ;10.248.147.12
4532;2149;VILA VELHA 24;AVENIDA JERONIMO MONTEIRO, 3435 , CEP - 29115200;ATAIDE;VILA VELHA;ES;DROGASIL; ;10.248.149.12
4533;2150;BL UMARIZAL 5;RUA BERNAL DO COUTO, 1109 , CEP - 66055080;UMARIZAL;BELÉM;PA;DROGASIL; ;10.248.150.12
4534;2151;LUCAS DO RIO VERDE 2;AV VITORIA REGIA, 440 , CEP - 78460534;BANDEIRANTES;LUCAS DO RIO VERDE;MT;DROGASIL; ;10.248.151.12
4535;1611;BH BETANIA A;RUA URSULA PAULINO, 1292 , CEP - 30580002;BETANIA;BELO HORIZONTE;MG;RAIA; 25192700          ;10.146.111.12
4536;1612;CAMPO LARGO B;AVENIDA PADRE NATAL PIGATTO, 458 , CEP - 83601630;VL BANCÁRIA;CAMPO LARGO;PR;RAIA; 30322810          ;10.146.112.12
4537;1613;ST GONZAGA F;AVENIDA GENERAL FRANCISCO GLICÉRIO, 339 , CEP - 11065401;GONZAGA;SANTOS;SP;RAIA; 32854692          ;10.146.113.12
4538;1614;CANOINHAS A;RUA FRANCISCO DE PAULA PEREIRA, 685 , CEP - 89460092;CENTRO;CANOINHAS;SC;RAIA; 30680001          ;10.146.114.12
4539;1615;FAZENDA RIO GDE A;RUA GUARITA, 539 , CEP - 83820007;EUCALIPTOS;FAZENDA RIO GRANDE;PR;RAIA;(41) 30609083          ;10.146.115.12
4540;2153;SP LIMAO 3;RUA EDMUNDO KRUG, 50 , CEP - 02763110;JARDIM CACHOEIRA;SAO PAULO;SP;DROGASIL; ;10.248.153.12
4541;2154;SL TURU 3;RUA PARANÁ, 245 , CEP - 65066871;CH BRASIL;SAO LUIS;MA;DROGASIL; ;10.248.154.12
4542;2155;RONDONOPOLIS 5;AVENIDA BANDEIRANTES, 2919 , CEP - 78700200;CENTRO;RONDONÓPOLIS;MT;DROGASIL; ;10.248.155.12
4543;1616;VOTUPORANGA D;RUA ALFREDO RODRIGUES SIMÕES, 3238 , CEP - 15502325;CH AVIAÇÃO;VOTUPORANGA;SP;RAIA; 34266092          ;10.146.116.12
4544;1617;S JOSE RIO PRETO V;RUA PEDRO AMARAL, 1473 , CEP - 15025043;PARQUE INDUSTRIAL;SAO JOSE DO RIO PRETO;SP;RAIA;(17) 35193053          ;10.146.117.12
4546;1619;PARATY A;AVENIDA ROBERTO SILVEIRA, 1196 , CEP - 23970000;LOTEAMENTO PORTAO DE FERRO I;PARATY;RJ;RAIA; ;10.146.119.12
4547;1620;FL CARVOEIRA A;RUA CAPITAO ROMUALDO DE BARROS, 820 , CEP - 88040600;CARVOEIRA;FLORIANOPOLIS;SC;RAIA;(48) 30290188          ;10.146.120.12
4548;1621;PITANGUEIRAS A;RUA DOUTOR EUCLIDES ZANINI CALDA, 117 , CEP - 14750000;CENTRO;PITANGUEIRAS;SP;RAIA; ;10.146.121.12
4550;1623;CASCAVEL H;RUA MANAUS, 2496 , CEP - 85811030;CANCELLI;CASCAVEL;PR;RAIA; ;10.146.123.12
4551;1624;CABO FRIO F;AVENIDA INDEPENDÊNCIA, S/N , CEP - 28928542;UNAMAR (TAMOIOS);CABO FRIO;RJ;RAIA; ;10.146.124.12
4552;2156;PORTO SEGURO 2;AVENIDA DOS TRABALHADORES, 1503 , CEP - 45810001;OUTEIRO DA GLORIA;PORTO SEGURO;BA;DROGASIL; ;10.248.156.12
4553;2157;PRIMAVERA LESTE 2;AVENIDA PORTO ALEGRE, 1486 , CEP - 78850000;CIDADE PRIMAVERA I;PRIMAVERA DO LESTE;MT;DROGASIL;(66) 30160118          ;10.248.157.12
4554;2158;UBERLANDIA 28;AVENIDA SEGISMUNDO PEREIRA, 2356 , CEP - 38408170;STA MÔNICA;UBERLÂNDIA;MG;DROGASIL;(34) 30469512          ;10.248.158.12
4555;2159;SL COHATRAC 3;AVENIDA CONTORNO NORTE SUL, 2 , CEP - 65054525;COHATRAC IV;SAO LUIS;MA;DROGASIL;(98 ) 30208973          ;10.248.159.12
4556;2160;FT CONJ CEARA 1;AVENIDA A, 800 , CEP - 60533592;CJ CEARÁ;FORTALEZA;CE;DROGASIL; 31047994          ;10.248.160.12
4558;2162;BARBALHA 1;AVENIDA CORONEL JOAO COELHO, 182 , CEP - 63180000;CENTRO;BARBALHA;CE;DROGASIL;(88) 31190100          ;10.248.162.12
4559;2163;SP VILA BUARQUE 2;RUA DAS PALMEIRAS, 303 , CEP - 01226011;VL BUARQUE;SAO PAULO;SP;DROGASIL;(11) ;10.248.163.12
4560;2164;STA CRUZ R PARDO 2;AV CORONEL CLEMENTINO GONCALVES, 281 , CEP - 18900340;VILA SANTA AURELIANA;SANTA CRUZ DO RIO PARDO;SP;DROGASIL; ;10.248.164.12
4562;2166;BARIRI 1;RUA SETE DE SETEMBRO, 1126 , CEP - 17250089;CENTRO;BARIRI;SP;DROGASIL; ;10.248.166.12
4563;2167;ICO 1;AVENIDA JOSEFA NOGUEIRA MONTEIRO, 1515 , CEP - 63430000;CENTRO;ICO;CE;DROGASIL; 35090000          ;10.248.167.12
4564;2168;GO JD GUANABARA 2;AVENIDA VERA CRUZ, 259 , CEP - 74675830;JARDIM GUANABARA;GOIANIA;GO;DROGASIL; ;10.248.168.12
4565;2169;IMPERATRIZ 6;RUA LUIS DOMINGUES, 803 , CEP - 65901430;CENTRO;IMPERATRIZ;MA;DROGASIL; ;10.248.169.12
4566;2170;NT CAPIM MACIO 2;AVENIDA ENGENHEIRO ROBERTO FREIRE, 550 , CEP - 59082400;C MACIO;NATAL;RN;DROGASIL; 30263750          ;10.248.170.12
4567;2171;CANINDE 1;AVENIDA DOUTOR ARAMIS PAIVA, 121 , CEP - 62700000;CENTRO;CANINDE;CE;DROGASIL; ;10.248.171.12
4569;2173;EMBU DAS ARTES 3;RUA AUGUSTO DE ALMEIDA BATISTA, 336 , CEP - 06814275;JD JUREMA;EMBU DAS ARTES;SP;DROGASIL;(11) 47839780          ;10.248.173.12
4570;2174;DF TAGUATINGA 14;Q 7 CONJUNTO 11, S/N , CEP - 72001671;ST. HABITACIONAL VICENTE PIRES;BRASILIA;DF;DROGASIL;(61) 30311210          ;10.248.174.12
4571;2175;QUIXERAMOBIM 1;RUA MONSENHOR SALVIANO PINTO, 360 , CEP - 63800000;CENTRO;QUIXERAMOBIM;CE;DROGASIL;(88) 37370000          ;10.248.175.12
4572;1625;CT S BRAZ B;AVENIDA VEREADOR TOALDO TULIO, 2327 , CEP - 82300333;SAO BRAZ;CURITIBA;PR;RAIA; ;10.146.125.12
4574;1627;BARRETOS E;RUA 18, 2549 , CEP - 14783248;FORTALEZA;BARRETOS;SP;RAIA; ;10.146.127.12
4575;1628;RJ TIJUCA I;AVENIDA MELO MATOS, 48 , CEP - 20270290;TIJUCA;RIO DE JANEIRO;RJ;RAIA; ;10.146.128.12
4576;1629;RJ VARGEM GRANDE B;ESTRADA DOS BANDEIRANTES, 20100 , CEP - 22783550;V PEQUENA;RIO DE JANEIRO;RJ;RAIA; ;10.146.129.12
4577;1630;RJ TAQUARA C;ESTRADA RODRIGUES CALDAS, 2350 , CEP - 22713375;TAQUARA;RIO DE JANEIRO;RJ;RAIA;(21) 31898191          ;10.146.130.12
4578;1631;AGUAS DE LINDOIA A;PRC GENERAL SILVA JUNIOR, 68 , CEP - 13940000;SAO FRANCISCO;AGUAS DE LINDOIA;SP;RAIA; ;10.146.131.12
4580;1633;FOZ DO IGUACU G;AVENIDA PARANA, 292 , CEP - 85852001;CENTRO;FOZ DO IGUACU;PR;RAIA; 30260849          ;10.146.133.12
4581;1634;ST EMBARE B;AVENIDA DOUTOR PEDRO LESSA, 2449 , CEP - 11025015;EMBARE;SANTOS;SP;RAIA; ;10.146.134.12
4582;2176;SOROCABA 20;AVENIDA INDEPENDENCIA, 4714 , CEP - 18103000;EDEN;SOROCABA;SP;DROGASIL; ;10.248.176.12
4583;2177;SIDROLANDIA 1;RUA DORVALINO DOS SANTOS, 1104 , CEP - 79170000;CENTRO;SIDROLANDIA;MS;DROGASIL;(67) 998221773         ;10.248.177.12
4584;2178;NT TIROL 4;AVENIDA HERMES DA FONSECA, 1198 , CEP - 59020315;TIROL;NATAL;RN;DROGASIL; 30263029          ;10.248.178.12
4586;2180;APARECIDA GOIANIA 8;RUA 42, S/N , CEP - 74911775;VILA SANTO ANTONIO;APARECIDA DE GOIANIA;GO;DROGASIL;(62) 30858191          ;10.248.180.12
4587;2181;CG MORENINHA 1;RUA IPAMERIM, 172 , CEP - 79065060;VL MORENINHA II;CAMPO GRANDE;MS;DROGASIL;(67) 40634959          ;10.248.181.12
4588;2182;GO ST SUDOESTE 2;AVENIDA PEDRO LUDOVICO, S/N , CEP - 74305520;SETOR SUDOESTE;GOIANIA;GO;DROGASIL; ;10.248.182.12
4589;1635;PIRAQUARA A;RUA BARAO DO CERRO AZUL, S/N , CEP - 83301000;CENTRO;PIRAQUARA;PR;RAIA; 30349451          ;10.146.135.12
4590;1636;JOSE BONIFACIO A;AV ANTONIO GONCALVES DA SILVA, 529 , CEP - 15200000;CENTRO;JOSE BONIFACIO;SP;RAIA; 32458484          ;10.146.136.12
4591;1637;RJ BARRA TIJUCA S;AVENIDA DAS AMERICAS, 6137 , CEP - 22793080;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;RAIA; ;10.146.137.12
4592;1638;RJ ANDARAI D;RUA FELIPE CAMARAO, 94 , CEP - 20550165;MARACANA;RIO DE JANEIRO;RJ;RAIA; ;10.146.138.12
4593;1639;ARAPONGAS C;AVENIDA MARACANA, 1815 , CEP - 86705280;VILA BERNARDES;ARAPONGAS;PR;RAIA;(43) 30558711          ;10.146.139.12
4594;1640;PONTA GROSSA J;AVENIDA VISCONDE DE MAUA, 1950 , CEP - 84045100;OFICINAS;PONTA GROSSA;PR;RAIA; ;10.146.140.12
4595;1641;UNIAO DA VITORIA A;RUA PROFESSORA AMAZILIA, 396 , CEP - 84600285;CENTRO;UNIAO DA VITORIA;PR;RAIA; ;10.146.141.12
4598;2183;AJ JARDINS 3;AVENIDA OVIEDO TEIXEIRA, S/N , CEP - 49026100;JARDINS;ARACAJU;SE;DROGASIL; 30228545          ;10.248.183.12
4599;2184;CARAPICUIBA 4;AV INOCENCIO SERAFICO, 1750 , CEP - 06343410;VILA MERCES;CARAPICUIBA;SP;DROGASIL; 41894031          ;10.248.184.12
4600;2185;RC BMB HEMETERIO 1;ESTRADA VELHA DE AGUA FRIA, 1305 , CEP - 52111025;BOMBA DO HEMETERIO;RECIFE;PE;DROGASIL; ;10.248.185.12
4601;2186;PARAGUACU PTA 2;AVENIDA PARAGUACU, 460 , CEP - 19700049;CENTRO;PARAGUACU PAULISTA;SP;DROGASIL; ;10.248.186.12
4602;2187;RC BOA VIAGEM 17;R CORONEL ANIZIO RODRIGUES COELHO, 566 , CEP - 51021130;BOA VIAGEM;RECIFE;PE;DROGASIL; 30361700          ;10.248.187.12
4603;2188;SP LIMAO 4;AVENIDA NOSSA SENHORA DO O, 565 , CEP - 02715000;LIMAO;SAO PAULO;SP;DROGASIL; ;10.248.188.12
4604;2189;DF SAMAMBAIA 6;QSC 19, S/N , CEP - 72016190;TAGUATINGA SUL;BRASILIA;DF;DROGASIL;(61) 30205607          ;10.248.189.12
4605;2190;UBERABA 15;AVENIDA LEOPOLDINO DE OLIVEIRA, 1360 , CEP - 38081000;PRQ MIRANTE;UBERABA;MG;DROGASIL; 30250873          ;10.248.190.12
4618;2191;ITAPETINGA 1;AVENIDA CINQUENTENARIO, S/N , CEP - 45700000;QUINTAS DO MORUMBI;ITAPETINGA;BA;DROGASIL; ;10.248.191.12
4619;2192;SP VL ROMANA 4;RUA AURELIA, 1441 , CEP - 05046001;VILA ROMANA;SAO PAULO;SP;DROGASIL; 51960600          ;10.248.192.12
4620;2193;APARECIDA GOIANIA 9;AVENIDA BRASIL, 61 , CEP - 74976195;JARDIM BELO HORIZONTE;APARECIDA DE GOIÂNIA;GO;DROGASIL; 30940145          ;10.248.193.12
4621;1644;GASPAR A;RUA CORONEL ARISTILIANO RAMOS, 45 , CEP - 89110064;CENTRO;GASPAR;SC;RAIA; ;10.146.144.12
4624;1646;ARUJA C;AVENIDA JOAO MANOEL, 615 , CEP - 07400605;CENTRO;ARUJA;SP;RAIA; 46548690          ;10.146.146.12
4625;1647;BH HORTO A;AVENIDA SILVIANO BRANDAO, 1806 , CEP - 31015015;HORTO;BELO HORIZONTE;MG;RAIA; 35243950          ;10.146.147.12
4626;1648;SP SANTA CECILIA B;ALAMEDA BARROS, 584 , CEP - 01232000;SANTA CECILIA;SAO PAULO;SP;RAIA; ;10.146.148.12
4627;2194;BARUERI 3;AVENIDA TRINDADE, 157 , CEP - 06404326;BETHAVILLE I;BARUERI;SP;DROGASIL;(11) 25431392          ;10.248.194.12
4628;1649;NAVEGANTES B;RUA ANTONIO GARTNER, 30 , CEP - 88372566;GRAVATA;NAVEGANTES;SC;RAIA; ;10.146.149.12
4630;1651;PASSO FUNDO E;AVENIDA PRESIDENTE VARGAS, 1230 , CEP - 99070000;SANTA MARIA;PASSO FUNDO;RS;RAIA; ;10.146.151.12
4631;2195;DF TAGUATINGA 15;SETOR B NORTE, S/N , CEP - 72125050;TAGUATINGA;BRASILIA;DF;DROGASIL; ;10.248.195.12
4632;2196;S BERNARDO CAMPO 24;AVENIDA BARAO DE MAUA, 180 , CEP - 09726000;JD CHACARA INGLESA;SAO BERNARDO DO CAMPO;SP;DROGASIL;(11) 43369625          ;10.248.196.12
4633;2197;S CAETANO DO SUL 15;RUA OSWALDO CRUZ, 1148 , CEP - 09540280;SANTA PAULA;SAO CAETANO DO SUL;SP;DROGASIL; ;10.248.197.12
4634;2198;CB CARUMBE 1;AV GOVERNADOR DANTE MARTINS DE OLIVEIRA, 3419 , CEP - 78050700;CARUMBE;CUIABA;MT;DROGASIL; 40630520          ;10.248.198.12
4635;2199;FT GRJ PORTUGAL 1;RUA VITAL BRASIL, 2109 , CEP - 60541495;GJA PORTUGAL;FORTALEZA;CE;DROGASIL; ;10.248.199.12
4636;1652;GUARAPUAVA D;R VEREADOR SEBASTIAO DE C. RIBAS, S/N , CEP - 85045796;INDUSTRIAL;GUARAPUAVA;PR;RAIA;(42) 30350319          ;10.146.152.12
4637;1653;TUPA C;RUA MARILIA, 2456 , CEP - 17610405;VILA SANTA INEZ;TUPA;SP;RAIA; ;10.146.153.12
4638;1654;STA BARBARA OESTE D;RUA LIMEIRA, 1791 , CEP - 13454215;LAGOA SECA;SANTA BARBARA D OESTE;SP;RAIA; ;10.146.154.12
4639;2200;ARAGUAINA 5;RUA ADEMAR VICENTE FERREIRA, 1478 , CEP - 77824140;LOTEAMENTO PANORAMA;ARAGUAINA;TO;DROGASIL; 30231001          ;10.248.200.12
4647;2202;JP MANAIRA 4;RUA EUZELY FABRICIO DE SOUZA, 633 , CEP - 58038411;MANAIRA;JOAO PESSOA;PB;DROGASIL;(83) 30259677          ;10.248.202.12
4648;2203;VILA VELHA 25;RUA LEILA DINIZ, 06 , CEP - 29104070;NOVO MEXICO;VILA VELHA;ES;DROGASIL; ;10.248.203.12
4649;2204;SL JD AMERICA 2;AVENIDA 1, S/N , CEP - 65058284;JARDIM AMERICA;SAO LUIS;MA;DROGASIL;(98) 30201390          ;10.248.204.12
4650;2205;GUARULHOS 10;RUA DONA TECLA, 438 , CEP - 07097380;JD FLOR DA MONTANHA;GUARULHOS;SP;DROGASIL; 94239629          ;10.248.205.12
4651;2206;CB MORADA DO OURO 1;AVENIDA THOMÉ DE ARRUDA FORTES, S/N , CEP - 78053505;MORADA DO OURO;CUIABÁ;MT;DROGASIL; ;10.248.206.12
4653;1655;ITANHAEM C;AVENIDA RUI BARBOSA, S/N , CEP - 11740056;CENTRO;ITANHAEM;SP;RAIA; ;10.146.155.12
4654;1656;NITEROI Y;RUA NOVA REPUBLICA, 21 , CEP - 24320590;PENDOTIBA;NITEROI;RJ;RAIA; ;10.146.156.12
4655;2208;CAMACARI 5;AVENIDA ALPHAVILLE, S/N , CEP - 42821901;VILA DE ABRANTES;CAMACARI;BA;DROGASIL; ;10.248.208.12
4656;2209;OSASCO 21;AVENIDA JOSE LOURENCO, 611 , CEP - 06053021;JAGUARIBE;OSASCO;SP;DROGASIL; 36066642          ;10.248.209.12
4657;2210;TABOAO DA SERRA 8;ESTRADA KIZAEMON TAKEUTI, 1349 , CEP - 06775001;JARDIM CLEMENTINO;TABOAO DA SERRA;SP;DROGASIL; 91105244          ;10.248.210.12
4659;2212;DF CEILANDIA 6;QNO 2 CONJUNTO H, S/N , CEP - 72250201;CEILANDIA NORTE (CEILANDIA);BRASÍLIA;DF;DROGASIL;(61) 30136897          ;10.248.212.12
4660;2213;UBERABA 16;AV EDILSON LAMARTINE MENDES, 1270 , CEP - 38045000;PARQUE DAS AMERICAS;UBERABA;MG;DROGASIL;(34) 30250884          ;10.248.213.12
4661;2214;CAJAZEIRAS 1;RUA CORONEL JUVENCIO CARNEIRO, 332 , CEP - 58900000;CENTRO;CAJAZEIRAS;PB;DROGASIL; 36470001          ;10.248.214.12
4662;2215;GOIANA  1;PRACA DUQUE DE CAXIAS, 770 , CEP - 55900000;CENTRO;GOIANA;PE;DROGASIL; 35061010          ;10.248.215.12
4663;2216;SP VL ST CATARINA 1;RUA GUIAN, 13 , CEP - 04330090;VILA CAMPESTRE;SAO PAULO;SP;DROGASIL; 55642761          ;10.248.216.12
4664;1657;JACAREZINHO A;AVENIDA MANOEL RIBAS, 370 , CEP - 86400000;CENTRO;JACAREZINHO;PR;RAIA; ;10.146.157.12
4665;1658;NOVA IGUACU F;RUA VEREADOR HELCIO CHAMBARELLI, 176 , CEP - 26250170;CAONZE;NOVA IGUAÇU;RJ;RAIA; ;10.146.158.12
4666;1659;RJ JACAREPAGUA D;RUA CLARAVAL, 7520 , CEP - 22780260;JACAREPAGUA;RIO DE JANEIRO;RJ;RAIA; ;10.146.159.12
4667;1660;RJ HIGIENOPOLIS A;ESTRADA ADHEMAR BEBIANO, 4 , CEP - 21051070;D CASTILHO;RIO DE JANEIRO;RJ;RAIA; ;10.146.160.12
4668;1661;ITABORAI B;AVENIDA VINTE E DOIS DE MAIO, S/N , CEP - 24812086;RIO VARZEA;ITABORAI;RJ;RAIA; ;10.146.161.12
4669;1662;MARAU A;JULIO BORELLA, 778 , CEP - 99150000;CENTRO;MARAU;RS;RAIA;(54) 30930001          ;10.146.162.12
4670;1663;SANTA MARIA F;RUA VENANCIO AIRES, 2838 , CEP - 97010004;CENTRO;SANTA MARIA;RS;RAIA; ;10.146.163.12
4671;1664;FL CACH BOM JESUS A;RUA LEONEL PEREIRA, 51 , CEP - 88056300;CACHOEIRA DO BOM JESUS;FLORIANOPOLIS;SC;RAIA; ;10.146.164.12
4672;1665;LARANJAL PTA A;RUA BARAO DO RIO BRANCO, 246 , CEP - 18500001;CENTRO;LARANJAL PAULISTA;SP;RAIA; 99702023          ;10.146.165.12
4680;1666;BLUMENAU I;RUA PASTOR STUTZER, 99 , CEP - 89010390;JD BLUMENAU;BLUMENAU;SC;RAIA; 30371460          ;10.146.166.12
4681;2217;ITABUNA 4;AVENIDA DO CINQUENTENARIO, 166 , CEP - 45600002;CENTRO;ITABUNA;BA;DROGASIL; ;10.248.217.12
4682;2218;GO JD S J TADEU 1;AVENIDA ITABERAI, S/N , CEP - 74685350;VILA JARDIM SAO JUDAS TADEU;GOIANIA;GO;DROGASIL; 30939039          ;10.248.218.12
4684;2220;SP CAMPO BELO 2;RUA EDSON, 1111 , CEP - 04618035;CPO BELO;SÃO PAULO;SP;DROGASIL;(11) 5538-1477         ;10.248.220.12
4685;2221;PL CENTRO 8;AVENIDA JUSCELINO KUBITSCHEK, S/N , CEP - 77001096;PLANO DIRETOR NORTE;PALMAS;TO;DROGASIL; ;10.248.221.12
4686;2222;SP JACANA 1;AVENIDA GUAPIRA, 1984 , CEP - 02265002;TUCURUVI;SAO PAULO;SP;DROGASIL; 97410171          ;10.248.222.12
4688;2224;MARACAJU 1;RUA 11 DE JUNHO, 780 , CEP - 79150000;CENTRO;MARACAJU;MS;DROGASIL; 20640001          ;10.248.224.12
4689;2225;ITAPIPOCA 1;RUA DOM AURELIANO MATOS, 445 , CEP - 62500004;CENTRO;ITAPIPOCA;CE;DROGASIL;(88) 35990000          ;10.248.225.12
4690;2226;VIT DA CONQUISTA 5;AVENIDA FRANKLIN FERRAZ, 1319 , CEP - 45028706;CANDEIAS;VITORIA DA CONQUISTA;BA;DROGASIL;(77) 30289260          ;10.248.226.12
4691;2227;JUAZEIRO 3;RUA DO PARAISO, S/N , CEP - 48903050;SANTO ANTONIO;JUAZEIRO;BA;DROGASIL; ;10.248.227.12
4692;1667;CRICIUMA E;RUA DESEMBARGADOR PEDRO SILVA, 550 , CEP - 88802186;CENTRO;CRICIUMA;SC;RAIA; ;10.146.167.12
4693;1668;ARARANGUA B;AVENIDA XV DE NOVEMBRO, 1386 , CEP - 88900021;CENTRO;ARARANGUA;SC;RAIA; ;10.146.168.12
4694;1669;CT BATEL D;RUA COMENDADOR ARAÚJO, 445 , CEP - 80420000;CENTRO;CURITIBA;PR;RAIA;(41) 31424971          ;10.146.169.12
4696;1671;RIBEIRAO PRETO AK;RUA TENENTE CATAO ROXO, 75 , CEP - 14050190;VILA TIBERIO;RIBEIRAO PRETO;SP;RAIA; 39639880          ;10.146.171.12
4699;2230;APARECIDA GOIANIA 10;AVENIDA ZOROASTRO ARTIAGA, S/N , CEP - 74920570;CID. SATELITE SAO LUIZ;APARECIDA DE GOIANIA;GO;DROGASIL; ;10.248.230.12
4700;2231;GO N HORIZONTE 1;AVENIDA CESAR LATTES, S/N , CEP - 74363010;CONJ. CACHOEIRA DOURADA;GOIANIA;GO;DROGASIL;(62) 39460223          ;10.248.231.12
4701;2232;UBERLANDIA 29;AVENIDA ADRIANO BAILONI, 2 , CEP - 38401092;PRESIDENTE ROOSEVELT;UBERLANDIA;MG;DROGASIL; 30469511          ;10.248.232.12
4702;2233;SP VILA FORMOSA 2;AVENIDA JOAO XXIII, 790 , CEP - 03361000;VILA FORMOSA;SAO PAULO;SP;DROGASIL; ;10.248.233.12
